schedule.awayTeam.abbreviation,schedule.awayTeam.id,schedule.homeTeam.abbreviation,schedule.homeTeam.id,schedule.id,schedule.playedStatus,schedule.scheduleStatus,schedule.startTime,schedule.venue.id,schedule.venue.name,schedule.venueAllegiance,score.awayScoreTotal,score.homeScoreTotal
GSW,101,PHX,104,43263,COMPLETED,NORMAL,2018-04-09T01:00:00.000Z,98,Talking Stick Resort Arena,HOME,117.0,100.0
TOR,81,DET,88,43264,COMPLETED,NORMAL,2018-04-09T23:00:00.000Z,145,Little Caesars Arena,HOME,108.0,98.0
OKL,96,MIA,92,43265,COMPLETED,NORMAL,2018-04-09T23:30:00.000Z,86,American Airlines Arena,HOME,115.0,93.0
CLE,86,NYK,83,43266,COMPLETED,NORMAL,2018-04-09T23:30:00.000Z,12,Madison Square Garden,HOME,123.0,109.0
CHI,89,BRO,84,43267,COMPLETED,NORMAL,2018-04-09T23:30:00.000Z,78,Barclays Center,HOME,105.0,114.0
ORL,95,MIL,90,43268,COMPLETED,NORMAL,2018-04-10T00:00:00.000Z,84,BMO Bradley Harris Center,HOME,86.0,102.0
MEM,107,MIN,100,43269,COMPLETED,NORMAL,2018-04-10T00:00:00.000Z,94,Target Center,HOME,94.0,113.0
SAC,103,SAS,106,43270,COMPLETED,NORMAL,2018-04-10T00:30:00.000Z,99,AT&T Center,HOME,85.0,98.0
POR,97,DEN,99,43271,COMPLETED,NORMAL,2018-04-10T01:00:00.000Z,19,Pepsi Center,HOME,82.0,88.0
NOP,110,LAC,102,43272,COMPLETED,NORMAL,2018-04-10T02:30:00.000Z,25,Staples Center,HOME,113.0,100.0
CHA,93,IND,87,43273,COMPLETED,NORMAL,2018-04-10T23:00:00.000Z,81,Bankers Life Fieldhouse,HOME,119.0,93.0
PHI,85,ATL,91,43274,COMPLETED,NORMAL,2018-04-10T23:30:00.000Z,20,Philips Arena,HOME,121.0,113.0
BOS,82,WAS,94,43275,COMPLETED,NORMAL,2018-04-11T00:00:00.000Z,13,Capital One Arena,HOME,101.0,113.0
PHX,104,DAL,108,43276,COMPLETED,NORMAL,2018-04-11T00:30:00.000Z,2,American Airlines Center,HOME,124.0,97.0
GSW,101,UTA,98,43277,COMPLETED,NORMAL,2018-04-11T01:00:00.000Z,92,Vivint Smart Home Arena,HOME,79.0,119.0
HOU,109,LAL,105,43278,COMPLETED,NORMAL,2018-04-11T02:30:00.000Z,25,Staples Center,HOME,105.0,99.0
SAS,106,NOP,110,43279,COMPLETED,NORMAL,2018-04-12T00:00:00.000Z,103,Smoothie King Center,HOME,98.0,122.0
MIL,90,PHI,85,43280,COMPLETED,NORMAL,2018-04-12T00:00:00.000Z,29,Wells Fargo Center,HOME,95.0,130.0
TOR,81,MIA,92,43281,COMPLETED,NORMAL,2018-04-12T00:00:00.000Z,86,American Airlines Arena,HOME,109.0,116.0
WAS,94,ORL,95,43282,COMPLETED,NORMAL,2018-04-12T00:00:00.000Z,89,Amway Center,HOME,92.0,101.0
DET,88,CHI,89,43283,COMPLETED,NORMAL,2018-04-12T00:00:00.000Z,10,KeyBank Center,HOME,119.0,87.0
MEM,107,OKL,96,43284,COMPLETED,NORMAL,2018-04-12T00:00:00.000Z,90,Chesapeake Energy Arena,HOME,123.0,137.0
BRO,84,BOS,82,43285,COMPLETED,NORMAL,2018-04-12T00:00:00.000Z,27,TD Garden,HOME,97.0,110.0
DEN,99,MIN,100,43286,COMPLETED,NORMAL,2018-04-12T00:00:00.000Z,94,Target Center,HOME,106.0,112.0
NYK,83,CLE,86,43287,COMPLETED,NORMAL,2018-04-12T00:00:00.000Z,80,Quicken Loans Arena,HOME,110.0,98.0
LAL,105,LAC,102,43288,COMPLETED,NORMAL,2018-04-12T02:30:00.000Z,25,Staples Center,HOME,115.0,100.0
HOU,109,SAC,103,43289,COMPLETED,NORMAL,2018-04-12T02:30:00.000Z,97,Sleep Train Arena,HOME,83.0,96.0
UTA,98,POR,97,43290,COMPLETED,NORMAL,2018-04-12T02:30:00.000Z,91,Moda Center,HOME,93.0,102.0
PHI,85,BOS,82,47570,COMPLETED,NORMAL,2018-10-17T00:00:00.000Z,27,TD Garden,HOME,87.0,105.0
OKL,96,GSW,101,47571,COMPLETED,NORMAL,2018-10-17T02:30:00.000Z,95,Oracle Arena,HOME,100.0,108.0
MIL,90,CHA,93,47572,COMPLETED,NORMAL,2018-10-17T23:00:00.000Z,87,Spectrum Center,HOME,113.0,112.0
BRO,84,DET,88,47573,COMPLETED,NORMAL,2018-10-17T23:00:00.000Z,145,Little Caesars Arena,HOME,100.0,103.0
MEM,107,IND,87,47574,COMPLETED,NORMAL,2018-10-17T23:00:00.000Z,81,Bankers Life Fieldhouse,HOME,83.0,111.0
MIA,92,ORL,95,47575,COMPLETED,NORMAL,2018-10-17T23:00:00.000Z,89,Amway Center,HOME,101.0,104.0
ATL,91,NYK,83,47576,COMPLETED,NORMAL,2018-10-17T23:30:00.000Z,12,Madison Square Garden,HOME,107.0,126.0
CLE,86,TOR,81,47577,COMPLETED,NORMAL,2018-10-17T23:30:00.000Z,1,Scotiabank Arena,HOME,104.0,116.0
NOP,110,HOU,109,47578,COMPLETED,NORMAL,2018-10-18T00:00:00.000Z,102,Toyota Center,HOME,131.0,112.0
MIN,100,SAS,106,47579,COMPLETED,NORMAL,2018-10-18T00:30:00.000Z,99,AT&T Center,HOME,108.0,112.0
UTA,98,SAC,103,47580,COMPLETED,NORMAL,2018-10-18T02:00:00.000Z,97,Sleep Train Arena,HOME,123.0,117.0
DEN,99,LAC,102,47581,COMPLETED,NORMAL,2018-10-18T02:30:00.000Z,25,Staples Center,HOME,107.0,98.0
DAL,108,PHX,104,47582,COMPLETED,NORMAL,2018-10-18T02:30:00.000Z,98,Talking Stick Resort Arena,HOME,100.0,121.0
CHI,89,PHI,85,47583,COMPLETED,NORMAL,2018-10-19T00:00:00.000Z,29,Wells Fargo Center,HOME,108.0,127.0
MIA,92,WAS,94,47584,COMPLETED,NORMAL,2018-10-19T00:00:00.000Z,13,Capital One Arena,HOME,113.0,112.0
LAL,105,POR,97,47585,COMPLETED,NORMAL,2018-10-19T02:30:00.000Z,91,Moda Center,HOME,119.0,128.0
CHA,93,ORL,95,47586,COMPLETED,NORMAL,2018-10-19T23:00:00.000Z,89,Amway Center,HOME,120.0,88.0
NYK,83,BRO,84,47587,COMPLETED,NORMAL,2018-10-19T23:30:00.000Z,78,Barclays Center,HOME,105.0,107.0
BOS,82,TOR,81,47588,COMPLETED,NORMAL,2018-10-20T00:00:00.000Z,1,Scotiabank Arena,HOME,101.0,113.0
ATL,91,MEM,107,47589,COMPLETED,NORMAL,2018-10-20T00:00:00.000Z,100,FedEx Forum,HOME,117.0,131.0
CLE,86,MIN,100,47590,COMPLETED,NORMAL,2018-10-20T00:00:00.000Z,94,Target Center,HOME,123.0,131.0
SAC,103,NOP,110,47591,COMPLETED,NORMAL,2018-10-20T00:00:00.000Z,103,Smoothie King Center,HOME,129.0,149.0
IND,87,MIL,90,47592,COMPLETED,NORMAL,2018-10-20T00:30:00.000Z,84,BMO Bradley Harris Center,HOME,101.0,118.0
GSW,101,UTA,98,47593,COMPLETED,NORMAL,2018-10-20T02:30:00.000Z,92,Vivint Smart Home Arena,HOME,124.0,123.0
OKL,96,LAC,102,47594,COMPLETED,NORMAL,2018-10-20T02:30:00.000Z,25,Staples Center,HOME,92.0,108.0
BRO,84,IND,87,47595,COMPLETED,NORMAL,2018-10-20T23:00:00.000Z,81,Bankers Life Fieldhouse,HOME,112.0,132.0
TOR,81,WAS,94,47596,COMPLETED,NORMAL,2018-10-20T23:00:00.000Z,13,Capital One Arena,HOME,117.0,113.0
BOS,82,NYK,83,47597,COMPLETED,NORMAL,2018-10-20T23:30:00.000Z,12,Madison Square Garden,HOME,103.0,101.0
ORL,95,PHI,85,47598,COMPLETED,NORMAL,2018-10-20T23:30:00.000Z,29,Wells Fargo Center,HOME,115.0,116.0
CHA,93,MIA,92,47599,COMPLETED,NORMAL,2018-10-21T00:00:00.000Z,86,American Airlines Arena,HOME,113.0,112.0
DET,88,CHI,89,47600,COMPLETED,NORMAL,2018-10-21T00:00:00.000Z,28,United Center,HOME,118.0,116.0
MIN,100,DAL,108,47601,COMPLETED,NORMAL,2018-10-21T00:30:00.000Z,2,American Airlines Center,HOME,136.0,140.0
PHX,104,DEN,99,47602,COMPLETED,NORMAL,2018-10-21T01:00:00.000Z,19,Pepsi Center,HOME,91.0,119.0
SAS,106,POR,97,47603,COMPLETED,NORMAL,2018-10-21T02:00:00.000Z,91,Moda Center,HOME,108.0,121.0
HOU,109,LAL,105,47604,COMPLETED,NORMAL,2018-10-21T02:30:00.000Z,25,Staples Center,HOME,124.0,115.0
ATL,91,CLE,86,47605,COMPLETED,NORMAL,2018-10-21T22:00:00.000Z,80,Quicken Loans Arena,HOME,133.0,111.0
SAC,103,OKL,96,47606,COMPLETED,NORMAL,2018-10-21T23:00:00.000Z,90,Chesapeake Energy Arena,HOME,131.0,120.0
GSW,101,DEN,99,47607,COMPLETED,NORMAL,2018-10-22T00:00:00.000Z,19,Pepsi Center,HOME,98.0,100.0
HOU,109,LAC,102,47608,COMPLETED,NORMAL,2018-10-22T01:00:00.000Z,25,Staples Center,HOME,112.0,115.0
ORL,95,BOS,82,47609,COMPLETED,NORMAL,2018-10-22T23:30:00.000Z,27,TD Garden,HOME,93.0,90.0
CHA,93,TOR,81,47610,COMPLETED,NORMAL,2018-10-22T23:30:00.000Z,1,Scotiabank Arena,HOME,106.0,127.0
NYK,83,MIL,90,47611,COMPLETED,NORMAL,2018-10-23T00:00:00.000Z,84,BMO Bradley Harris Center,HOME,113.0,124.0
IND,87,MIN,100,47612,COMPLETED,NORMAL,2018-10-23T00:00:00.000Z,94,Target Center,HOME,91.0,101.0
CHI,89,DAL,108,47613,COMPLETED,NORMAL,2018-10-23T00:30:00.000Z,2,American Airlines Center,HOME,109.0,115.0
MEM,107,UTA,98,47614,COMPLETED,NORMAL,2018-10-23T01:00:00.000Z,92,Vivint Smart Home Arena,HOME,92.0,84.0
WAS,94,POR,97,47615,COMPLETED,NORMAL,2018-10-23T02:00:00.000Z,91,Moda Center,HOME,125.0,124.0
PHX,104,GSW,101,47616,COMPLETED,NORMAL,2018-10-23T02:30:00.000Z,95,Oracle Arena,HOME,103.0,123.0
SAS,106,LAL,105,47617,COMPLETED,NORMAL,2018-10-23T02:30:00.000Z,25,Staples Center,HOME,143.0,142.0
PHI,85,DET,88,47618,COMPLETED,NORMAL,2018-10-23T23:00:00.000Z,145,Little Caesars Arena,HOME,132.0,133.0
LAC,102,NOP,110,47619,COMPLETED,NORMAL,2018-10-24T00:00:00.000Z,103,Smoothie King Center,HOME,109.0,116.0
SAC,103,DEN,99,47620,COMPLETED,NORMAL,2018-10-24T01:00:00.000Z,19,Pepsi Center,HOME,112.0,126.0
DAL,108,ATL,91,47621,COMPLETED,NORMAL,2018-10-24T23:00:00.000Z,20,StateFarm Arena,HOME,104.0,111.0
BRO,84,CLE,86,47622,COMPLETED,NORMAL,2018-10-24T23:00:00.000Z,80,Quicken Loans Arena,HOME,102.0,86.0
NYK,83,MIA,92,47623,COMPLETED,NORMAL,2018-10-24T23:30:00.000Z,86,American Airlines Arena,HOME,87.0,110.0
MIN,100,TOR,81,47624,COMPLETED,NORMAL,2018-10-24T23:30:00.000Z,1,Scotiabank Arena,HOME,105.0,112.0
CHA,93,CHI,89,47625,COMPLETED,NORMAL,2018-10-25T00:00:00.000Z,28,United Center,HOME,110.0,112.0
UTA,98,HOU,109,47626,COMPLETED,NORMAL,2018-10-25T00:00:00.000Z,102,Toyota Center,HOME,100.0,89.0
IND,87,SAS,106,47627,COMPLETED,NORMAL,2018-10-25T00:30:00.000Z,99,AT&T Center,HOME,116.0,96.0
PHI,85,MIL,90,47628,COMPLETED,NORMAL,2018-10-25T01:30:00.000Z,84,BMO Bradley Harris Center,HOME,108.0,123.0
LAL,105,PHX,104,47629,COMPLETED,NORMAL,2018-10-25T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,131.0,113.0
MEM,107,SAC,103,47630,COMPLETED,NORMAL,2018-10-25T02:00:00.000Z,97,Sleep Train Arena,HOME,92.0,97.0
WAS,94,GSW,101,47631,COMPLETED,NORMAL,2018-10-25T02:30:00.000Z,95,Oracle Arena,HOME,122.0,144.0
CLE,86,DET,88,47632,COMPLETED,NORMAL,2018-10-25T23:00:00.000Z,145,Little Caesars Arena,HOME,103.0,110.0
POR,97,ORL,95,47633,COMPLETED,NORMAL,2018-10-25T23:00:00.000Z,89,Amway Center,HOME,128.0,114.0
BOS,82,OKL,96,47634,COMPLETED,NORMAL,2018-10-26T00:00:00.000Z,90,Chesapeake Energy Arena,HOME,101.0,95.0
DEN,99,LAL,105,47635,COMPLETED,NORMAL,2018-10-26T02:30:00.000Z,25,Staples Center,HOME,114.0,121.0
CHI,89,CHA,93,47636,COMPLETED,NORMAL,2018-10-26T23:00:00.000Z,87,Spectrum Center,HOME,106.0,135.0
GSW,101,NYK,83,47637,COMPLETED,NORMAL,2018-10-26T23:30:00.000Z,12,Madison Square Garden,HOME,128.0,100.0
DAL,108,TOR,81,47638,COMPLETED,NORMAL,2018-10-26T23:30:00.000Z,1,Scotiabank Arena,HOME,107.0,116.0
LAC,102,HOU,109,47639,COMPLETED,NORMAL,2018-10-27T00:00:00.000Z,102,Toyota Center,HOME,133.0,113.0
MIL,90,MIN,100,47640,COMPLETED,NORMAL,2018-10-27T00:00:00.000Z,94,Target Center,HOME,125.0,95.0
BRO,84,NOP,110,47641,COMPLETED,NORMAL,2018-10-27T00:00:00.000Z,103,Smoothie King Center,HOME,115.0,117.0
WAS,94,SAC,103,47642,COMPLETED,NORMAL,2018-10-27T02:00:00.000Z,97,Sleep Train Arena,HOME,112.0,116.0
BOS,82,DET,88,47643,COMPLETED,NORMAL,2018-10-27T23:00:00.000Z,145,Little Caesars Arena,HOME,109.0,89.0
UTA,98,NOP,110,47644,COMPLETED,NORMAL,2018-10-27T23:00:00.000Z,103,Smoothie King Center,HOME,132.0,111.0
CHI,89,ATL,91,47645,COMPLETED,NORMAL,2018-10-27T23:30:00.000Z,20,StateFarm Arena,HOME,97.0,85.0
IND,87,CLE,86,47646,COMPLETED,NORMAL,2018-10-27T23:30:00.000Z,80,Quicken Loans Arena,HOME,119.0,107.0
CHA,93,PHI,85,47647,COMPLETED,NORMAL,2018-10-27T23:30:00.000Z,29,Wells Fargo Center,HOME,103.0,105.0
POR,97,MIA,92,47648,COMPLETED,NORMAL,2018-10-28T00:00:00.000Z,86,American Airlines Arena,HOME,111.0,120.0
PHX,104,MEM,107,47649,COMPLETED,NORMAL,2018-10-28T00:00:00.000Z,100,FedEx Forum,HOME,96.0,117.0
ORL,95,MIL,90,47650,COMPLETED,NORMAL,2018-10-28T00:30:00.000Z,84,BMO Bradley Harris Center,HOME,91.0,113.0
LAL,105,SAS,106,47651,COMPLETED,NORMAL,2018-10-28T00:30:00.000Z,99,AT&T Center,HOME,106.0,110.0
GSW,101,BRO,84,47652,COMPLETED,NORMAL,2018-10-28T21:00:00.000Z,78,Barclays Center,HOME,120.0,114.0
UTA,98,DAL,108,47653,COMPLETED,NORMAL,2018-10-28T23:00:00.000Z,2,American Airlines Center,HOME,113.0,104.0
PHX,104,OKL,96,47654,COMPLETED,NORMAL,2018-10-28T23:00:00.000Z,90,Chesapeake Energy Arena,HOME,110.0,117.0
WAS,94,LAC,102,47655,COMPLETED,NORMAL,2018-10-29T01:30:00.000Z,25,Staples Center,HOME,104.0,136.0
POR,97,IND,87,47656,COMPLETED,NORMAL,2018-10-29T23:00:00.000Z,81,Bankers Life Fieldhouse,HOME,103.0,93.0
ATL,91,PHI,85,47657,COMPLETED,NORMAL,2018-10-29T23:00:00.000Z,29,Wells Fargo Center,HOME,92.0,113.0
SAC,103,MIA,92,47658,COMPLETED,NORMAL,2018-10-29T23:30:00.000Z,86,American Airlines Arena,HOME,123.0,113.0
BRO,84,NYK,83,47659,COMPLETED,NORMAL,2018-10-29T23:30:00.000Z,12,Madison Square Garden,HOME,96.0,115.0
GSW,101,CHI,89,47660,COMPLETED,NORMAL,2018-10-30T00:00:00.000Z,28,United Center,HOME,149.0,124.0
TOR,81,MIL,90,47661,COMPLETED,NORMAL,2018-10-30T00:00:00.000Z,84,BMO Bradley Harris Center,HOME,109.0,124.0
LAL,105,MIN,100,47662,COMPLETED,NORMAL,2018-10-30T00:00:00.000Z,94,Target Center,HOME,120.0,124.0
DAL,108,SAS,106,47663,COMPLETED,NORMAL,2018-10-30T00:30:00.000Z,99,AT&T Center,HOME,108.0,113.0
NOP,110,DEN,99,47664,COMPLETED,NORMAL,2018-10-30T01:00:00.000Z,19,Pepsi Center,HOME,111.0,116.0
MIA,92,CHA,93,47665,COMPLETED,NORMAL,2018-10-30T23:00:00.000Z,87,Spectrum Center,HOME,113.0,125.0
ATL,91,CLE,86,47666,COMPLETED,NORMAL,2018-10-30T23:00:00.000Z,80,Quicken Loans Arena,HOME,114.0,136.0
SAC,103,ORL,95,47667,COMPLETED,NORMAL,2018-10-30T23:00:00.000Z,89,Amway Center,HOME,107.0,99.0
DET,88,BOS,82,47668,COMPLETED,NORMAL,2018-10-30T23:30:00.000Z,27,TD Garden,HOME,105.0,108.0
PHI,85,TOR,81,47669,COMPLETED,NORMAL,2018-10-30T23:30:00.000Z,1,Scotiabank Arena,HOME,112.0,129.0
POR,97,HOU,109,47670,COMPLETED,NORMAL,2018-10-31T00:00:00.000Z,102,Toyota Center,HOME,104.0,85.0
WAS,94,MEM,107,47671,COMPLETED,NORMAL,2018-10-31T00:00:00.000Z,100,FedEx Forum,HOME,95.0,107.0
LAC,102,OKL,96,47672,COMPLETED,NORMAL,2018-10-31T00:00:00.000Z,90,Chesapeake Energy Arena,HOME,110.0,128.0
DET,88,BRO,84,47673,COMPLETED,NORMAL,2018-10-31T23:30:00.000Z,78,Barclays Center,HOME,119.0,120.0
IND,87,NYK,83,47674,COMPLETED,NORMAL,2018-11-01T00:00:00.000Z,12,Madison Square Garden,HOME,107.0,101.0
DEN,99,CHI,89,47675,COMPLETED,NORMAL,2018-11-01T00:00:00.000Z,28,United Center,HOME,108.0,107.0
UTA,98,MIN,100,47676,COMPLETED,NORMAL,2018-11-01T00:00:00.000Z,94,Target Center,HOME,125.0,128.0
NOP,110,GSW,101,47677,COMPLETED,NORMAL,2018-11-01T02:30:00.000Z,95,Oracle Arena,HOME,121.0,131.0
DAL,108,LAL,105,47678,COMPLETED,NORMAL,2018-11-01T02:30:00.000Z,25,Staples Center,HOME,113.0,114.0
SAS,106,PHX,104,47679,COMPLETED,NORMAL,2018-11-01T02:30:00.000Z,98,Talking Stick Resort Arena,HOME,120.0,90.0
OKL,96,CHA,93,47680,COMPLETED,NORMAL,2018-11-01T23:00:00.000Z,87,Spectrum Center,HOME,111.0,107.0
DEN,99,CLE,86,47681,COMPLETED,NORMAL,2018-11-01T23:00:00.000Z,80,Quicken Loans Arena,HOME,110.0,91.0
LAC,102,PHI,85,47682,COMPLETED,NORMAL,2018-11-01T23:00:00.000Z,29,Wells Fargo Center,HOME,113.0,122.0
SAC,103,ATL,91,47683,COMPLETED,NORMAL,2018-11-01T23:30:00.000Z,20,StateFarm Arena,HOME,146.0,115.0
MIL,90,BOS,82,47684,COMPLETED,NORMAL,2018-11-02T00:00:00.000Z,27,TD Garden,HOME,113.0,117.0
NOP,110,POR,97,47685,COMPLETED,NORMAL,2018-11-02T02:30:00.000Z,91,Moda Center,HOME,119.0,132.0
LAC,102,ORL,95,47686,COMPLETED,NORMAL,2018-11-02T23:00:00.000Z,89,Amway Center,HOME,120.0,95.0
HOU,109,BRO,84,47687,COMPLETED,NORMAL,2018-11-02T23:30:00.000Z,78,Barclays Center,HOME,119.0,111.0
OKL,96,WAS,94,47688,COMPLETED,NORMAL,2018-11-03T00:00:00.000Z,13,Capital One Arena,HOME,134.0,111.0
IND,87,CHI,89,47689,COMPLETED,NORMAL,2018-11-03T00:00:00.000Z,28,United Center,HOME,107.0,105.0
NYK,83,DAL,108,47690,COMPLETED,NORMAL,2018-11-03T00:30:00.000Z,2,American Airlines Center,HOME,118.0,106.0
MEM,107,UTA,98,47691,COMPLETED,NORMAL,2018-11-03T01:00:00.000Z,92,Vivint Smart Home Arena,HOME,110.0,100.0
TOR,81,PHX,104,47692,COMPLETED,NORMAL,2018-11-03T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,107.0,98.0
MIN,100,GSW,101,47693,COMPLETED,NORMAL,2018-11-03T02:30:00.000Z,95,Oracle Arena,HOME,99.0,116.0
DET,88,PHI,85,47694,COMPLETED,NORMAL,2018-11-03T17:00:00.000Z,29,Wells Fargo Center,HOME,99.0,109.0
CLE,86,CHA,93,47695,COMPLETED,NORMAL,2018-11-03T23:00:00.000Z,87,Spectrum Center,HOME,94.0,126.0
BOS,82,IND,87,47696,COMPLETED,NORMAL,2018-11-03T23:00:00.000Z,81,Bankers Life Fieldhouse,HOME,101.0,102.0
MIA,92,ATL,91,47697,COMPLETED,NORMAL,2018-11-03T23:30:00.000Z,20,StateFarm Arena,HOME,118.0,123.0
HOU,109,CHI,89,47698,COMPLETED,NORMAL,2018-11-04T00:00:00.000Z,28,United Center,HOME,96.0,88.0
NOP,110,SAS,106,47699,COMPLETED,NORMAL,2018-11-04T00:30:00.000Z,99,AT&T Center,HOME,95.0,109.0
UTA,98,DEN,99,47700,COMPLETED,NORMAL,2018-11-04T01:00:00.000Z,19,Pepsi Center,HOME,88.0,103.0
LAL,105,POR,97,47701,COMPLETED,NORMAL,2018-11-04T02:00:00.000Z,91,Moda Center,HOME,114.0,110.0
SAC,103,MIL,90,47702,COMPLETED,NORMAL,2018-11-04T20:30:00.000Z,84,BMO Bradley Harris Center,HOME,109.0,144.0
PHI,85,BRO,84,47703,COMPLETED,NORMAL,2018-11-04T23:00:00.000Z,78,Barclays Center,HOME,97.0,122.0
NYK,83,WAS,94,47704,COMPLETED,NORMAL,2018-11-04T23:00:00.000Z,13,Capital One Arena,HOME,95.0,108.0
ORL,95,SAS,106,47705,COMPLETED,NORMAL,2018-11-05T00:00:00.000Z,99,AT&T Center,HOME,117.0,110.0
MEM,107,PHX,104,47706,COMPLETED,NORMAL,2018-11-05T01:00:00.000Z,98,Talking Stick Resort Arena,HOME,100.0,102.0
MIN,100,POR,97,47707,COMPLETED,NORMAL,2018-11-05T02:00:00.000Z,91,Moda Center,HOME,81.0,111.0
TOR,81,LAL,105,47708,COMPLETED,NORMAL,2018-11-05T02:30:00.000Z,25,Staples Center,HOME,121.0,107.0
MIA,92,DET,88,47709,COMPLETED,NORMAL,2018-11-06T00:00:00.000Z,145,Little Caesars Arena,HOME,120.0,115.0
HOU,109,IND,87,47710,COMPLETED,NORMAL,2018-11-06T00:00:00.000Z,81,Bankers Life Fieldhouse,HOME,98.0,94.0
CLE,86,ORL,95,47711,COMPLETED,NORMAL,2018-11-06T00:00:00.000Z,89,Amway Center,HOME,100.0,102.0
CHI,89,NYK,83,47712,COMPLETED,NORMAL,2018-11-06T00:30:00.000Z,12,Madison Square Garden,HOME,116.0,115.0
NOP,110,OKL,96,47713,COMPLETED,NORMAL,2018-11-06T01:00:00.000Z,90,Chesapeake Energy Arena,HOME,116.0,122.0
BOS,82,DEN,99,47714,COMPLETED,NORMAL,2018-11-06T02:00:00.000Z,19,Pepsi Center,HOME,107.0,115.0
TOR,81,UTA,98,47715,COMPLETED,NORMAL,2018-11-06T02:00:00.000Z,92,Vivint Smart Home Arena,HOME,124.0,111.0
MEM,107,GSW,101,47716,COMPLETED,NORMAL,2018-11-06T03:30:00.000Z,95,Oracle Arena,HOME,101.0,117.0
MIN,100,LAC,102,47717,COMPLETED,NORMAL,2018-11-06T03:30:00.000Z,25,Staples Center,HOME,109.0,120.0
ATL,91,CHA,93,47718,COMPLETED,NORMAL,2018-11-07T00:00:00.000Z,87,Spectrum Center,HOME,102.0,113.0
WAS,94,DAL,108,47719,COMPLETED,NORMAL,2018-11-07T01:30:00.000Z,2,American Airlines Center,HOME,100.0,119.0
BRO,84,PHX,104,47720,COMPLETED,NORMAL,2018-11-07T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,104.0,82.0
MIL,90,POR,97,47721,COMPLETED,NORMAL,2018-11-07T03:00:00.000Z,91,Moda Center,HOME,103.0,118.0
OKL,96,CLE,86,47722,COMPLETED,NORMAL,2018-11-08T00:00:00.000Z,80,Quicken Loans Arena,HOME,95.0,86.0
DET,88,ORL,95,47723,COMPLETED,NORMAL,2018-11-08T00:00:00.000Z,89,Amway Center,HOME,103.0,96.0
NYK,83,ATL,91,47724,COMPLETED,NORMAL,2018-11-08T00:30:00.000Z,20,StateFarm Arena,HOME,112.0,107.0
SAS,106,MIA,92,47725,COMPLETED,NORMAL,2018-11-08T00:30:00.000Z,86,American Airlines Arena,HOME,88.0,95.0
PHI,85,IND,87,47726,COMPLETED,NORMAL,2018-11-08T01:00:00.000Z,81,Bankers Life Fieldhouse,HOME,100.0,94.0
DEN,99,MEM,107,47727,COMPLETED,NORMAL,2018-11-08T01:00:00.000Z,100,FedEx Forum,HOME,87.0,89.0
CHI,89,NOP,110,47728,COMPLETED,NORMAL,2018-11-08T01:00:00.000Z,103,Smoothie King Center,HOME,98.0,107.0
DAL,108,UTA,98,47729,COMPLETED,NORMAL,2018-11-08T02:00:00.000Z,92,Vivint Smart Home Arena,HOME,102.0,117.0
TOR,81,SAC,103,47730,COMPLETED,NORMAL,2018-11-08T03:00:00.000Z,97,Sleep Train Arena,HOME,114.0,105.0
MIN,100,LAL,105,47731,COMPLETED,NORMAL,2018-11-08T03:30:00.000Z,25,Staples Center,HOME,110.0,114.0
HOU,109,OKL,96,47732,COMPLETED,NORMAL,2018-11-09T01:00:00.000Z,90,Chesapeake Energy Arena,HOME,80.0,98.0
BOS,82,PHX,104,47733,COMPLETED,NORMAL,2018-11-09T02:00:00.000Z,98,Talking Stick Resort Arena,HOME,116.0,109.0
LAC,102,POR,97,47734,COMPLETED,NORMAL,2018-11-09T03:00:00.000Z,91,Moda Center,HOME,105.0,116.0
MIL,90,GSW,101,47735,COMPLETED,NORMAL,2018-11-09T03:30:00.000Z,95,Oracle Arena,HOME,134.0,111.0
WAS,94,ORL,95,47736,COMPLETED,NORMAL,2018-11-10T00:00:00.000Z,89,Amway Center,HOME,108.0,117.0
CHA,93,PHI,85,47737,COMPLETED,NORMAL,2018-11-10T00:00:00.000Z,29,Wells Fargo Center,HOME,132.0,133.0
DET,88,ATL,91,47738,COMPLETED,NORMAL,2018-11-10T00:30:00.000Z,20,StateFarm Arena,HOME,124.0,109.0
IND,87,MIA,92,47739,COMPLETED,NORMAL,2018-11-10T01:00:00.000Z,86,American Airlines Arena,HOME,110.0,102.0
BRO,84,DEN,99,47740,COMPLETED,NORMAL,2018-11-10T02:00:00.000Z,19,Pepsi Center,HOME,112.0,110.0
BOS,82,UTA,98,47741,COMPLETED,NORMAL,2018-11-10T02:30:00.000Z,92,Vivint Smart Home Arena,HOME,115.0,123.0
MIN,100,SAC,103,47742,COMPLETED,NORMAL,2018-11-10T03:00:00.000Z,97,Sleep Train Arena,HOME,110.0,121.0
NYK,83,TOR,81,47743,COMPLETED,NORMAL,2018-11-10T20:00:00.000Z,1,Scotiabank Arena,HOME,112.0,128.0
MIL,90,LAC,102,47744,COMPLETED,NORMAL,2018-11-10T20:30:00.000Z,25,Staples Center,HOME,126.0,128.0
PHX,104,NOP,110,47745,COMPLETED,NORMAL,2018-11-11T00:00:00.000Z,103,Smoothie King Center,HOME,99.0,119.0
WAS,94,MIA,92,47746,COMPLETED,NORMAL,2018-11-11T01:00:00.000Z,86,American Airlines Arena,HOME,116.0,110.0
